,race_id,class,race_name,stakes,going,track_type,time_1,time_2,time_3,split_1,split_2,split_3
0,RACE 2 (287),Class 4 - 1650M - (60-40),URANUS HANDICAP,"HK$ 1,000,000",GOOD,"TURF - ""C+3"" Course",(27.49),(51.13),(1:15.05),27.49,23.64,23.92
0,RACE 3 (288),Class 4 - 1200M - (60-40),SATURN HANDICAP,"HK$ 1,000,000",GOOD,"TURF - ""C+3"" Course",(23.78),(46.71),(1:09.72),23.78,22.93,23.01
0,RACE 4 (289),Class 4 - 1000M - (60-40),JUPITER HANDICAP,"HK$ 1,000,000",GOOD,"TURF - ""C+3"" Course",(12.84),(34.56),(57.06),12.84,21.72,22.50
0,RACE 5 (290),Class 4 - 1200M - (60-40),SATURN HANDICAP,"HK$ 1,000,000",GOOD,"TURF - ""C+3"" Course",(23.56),(45.90),(1:09.55),23.56,22.34,23.65
0,RACE 6 (291),Class 3 - 1200M - (80-60),VENUS HANDICAP,"HK$ 1,500,000",GOOD TO FIRM,"TURF - ""C+3"" Course",(23.06),(45.65),(1:08.79),23.06,22.59,23.14
0,RACE 7 (292),Class 3 - 1650M - (80-60),MARS HANDICAP,"HK$ 1,500,000",GOOD TO FIRM,"TURF - ""C+3"" Course",(28.28),(52.74),(1:16.39),28.28,24.46,23.65
0,RACE 8 (293),Class 3 - 1200M - (80-60),VENUS HANDICAP,"HK$ 1,500,000",GOOD TO FIRM,"TURF - ""C+3"" Course",(23.62),(46.05),(1:09.28),23.62,22.43,23.23
0,RACE 9 (294),Class 2 - 1200M - (100-80),MERCURY HANDICAP,"HK$ 2,200,000",GOOD TO FIRM,"TURF - ""C+3"" Course",(23.42),(45.62),(1:08.79),23.42,22.20,23.17
0,RACE 1 (276),Class 5 - 1000M - (40-0),SUNFLOWER HANDICAP,"HK$ 750,000",GOOD,"TURF - ""C+3"" Course",(13.34),(34.63),(57.64),13.34,21.29,23.01
0,RACE 2 (277),Class 5 - 1600M - (40-0),TULIP HANDICAP,"HK$ 750,000",GOOD,"TURF - ""C+3"" Course",(25.63),(48.92),(1:12.24),25.63,23.29,23.32
0,RACE 3 (278),Class 4 - 1000M - (60-40),GERANIUM HANDICAP,"HK$ 1,000,000",GOOD,"TURF - ""C+3"" Course",(13.25),(33.66),(56.56),13.25,20.41,22.90
0,RACE 4 (279),Class 4 - 1400M - (60-40),ROSELLE HANDICAP,"HK$ 1,000,000",GOOD,"TURF - ""C+3"" Course",(13.43),(35.10),(59.27),13.43,21.67,24.17
0,RACE 5 (280),Class 4 - 1200M - (60-40),HIBISCUS HANDICAP,"HK$ 1,000,000",GOOD,ALL WEATHER TRACK,(23.38),(46.00),(1:09.79),23.38,22.62,23.79
0,RACE 6 (281),Class 4 - 1400M - (60-40),ROSELLE HANDICAP,"HK$ 1,000,000",GOOD,"TURF - ""C+3"" Course",(13.59),(34.82),(57.86),13.59,21.23,23.04
0,RACE 7 (282),Class 3 - 1200M - (80-60),DANDELION HANDICAP,"HK$ 1,500,000",GOOD,ALL WEATHER TRACK,(23.26),(45.38),(1:09.09),23.26,22.12,23.71
0,RACE 8 (283),Class 3 - 1200M - (80-60),CALLA LILY HANDICAP,"HK$ 1,500,000",GOOD,"TURF - ""C+3"" Course",(23.60),(45.99),(1:09.07),23.60,22.39,23.08
0,RACE 9 (284),Class 3 - 1600M - (80-60),FIRECRACKER VINE HANDICAP,"HK$ 1,500,000",GOOD,"TURF - ""C+3"" Course",(24.43),(47.05),(1:10.05),24.43,22.62,23.00
0,RACE 10 (285),Class 2 - 1400M - (100-80),BELLFLOWER HANDICAP,"HK$ 2,200,000",GOOD,"TURF - ""C+3"" Course",(13.57),(35.60),(58.89),13.57,22.03,23.29
0,RACE 1 (268),Class 4 - 1800M - (60-40),SHELLEY HANDICAP,"HK$ 1,000,000",GOOD,"TURF - ""C"" Course",(13.76),(36.80),(1:01.56),13.76,23.04,24.76
0,RACE 2 (269),Class 4 - 1200M - (60-40),GRAHAM HANDICAP,"HK$ 1,000,000",GOOD,"TURF - ""C"" Course",(23.60),(46.25),(1:10.04),23.60,22.65,23.79
0,RACE 3 (270),Class 5 - 1800M - (40-0),STAUNTON HANDICAP,"HK$ 750,000",GOOD,"TURF - ""C"" Course",(13.82),(37.16),(1:01.36),13.82,23.34,24.20
0,RACE 4 (271),Class 4 - 1200M - (60-40),GRAHAM HANDICAP,"HK$ 1,000,000",GOOD,"TURF - ""C"" Course",(24.02),(46.92),(1:09.87),24.02,22.90,22.95
0,RACE 5 (272),Class 4 - 1650M - (60-40),LYNDHURST HANDICAP,"HK$ 1,000,000",GOOD,"TURF - ""C"" Course",(28.61),(52.73),(1:16.43),28.61,24.12,23.70
0,RACE 6 (273),Class 3 - 1650M - (80-60),GAGE HANDICAP,"HK$ 1,500,000",GOOD,"TURF - ""C"" Course",(28.13),(51.70),(1:16.11),28.13,23.57,24.41
0,RACE 7 (274),Class 3 - 1000M - (80-60),COCHRANE HANDICAP,"HK$ 1,500,000",GOOD,"TURF - ""C"" Course",(12.76),(33.70),(56.81),12.76,20.94,23.11
0,RACE 8 (275),Class 3 - 1200M - (80-60),ELGIN HANDICAP,"HK$ 1,500,000",GOOD,"TURF - ""C"" Course",(24.09),(46.70),(1:09.40),24.09,22.61,22.70
0,RACE 1 (258),Class 3 - 1200M - (80-60),SNOW FAIRY HANDICAP,"HK$ 1,500,000",GOOD,"TURF - ""A"" Course",(23.51),(46.01),(1:08.97),23.51,22.50,22.96
0,RACE 2 (259),Class 4 - 1400M - (60-40),ABLE FRIEND HANDICAP,"HK$ 1,000,000",GOOD,"TURF - ""A"" Course",(13.59),(35.79),(59.44),13.59,22.20,23.65
0,RACE 3 (260),Class 3 - 1800M - (80-55),FLINTSHIRE HANDICAP,"HK$ 1,500,000",GOOD,"TURF - ""A"" Course",(13.81),(37.26),(1:00.85),13.81,23.45,23.59
0,RACE 4 (261),Group One - 2400M,THE LONGINES HONG KONG VASE,"HK$ 20,000,000",GOOD,"TURF - ""A"" Course",(25.71),(50.64),(1:15.73),25.71,24.93,25.09
0,RACE 5 (262),Group One - 1200M,THE LONGINES HONG KONG SPRINT,"HK$ 22,000,000",GOOD,"TURF - ""A"" Course",(23.09),(45.55),(1:08.45),23.09,22.46,22.90
0,RACE 6 (263),Class 3 - 1400M - (80-60),HIGHLAND REEL HANDICAP,"HK$ 1,500,000",GOOD,"TURF - ""A"" Course",(13.51),(34.94),(58.56),13.51,21.43,23.62
0,RACE 7 (264),Group One - 1600M,THE LONGINES HONG KONG MILE,"HK$ 25,000,000",GOOD,"TURF - ""A"" Course",(25.18),(47.94),(1:11.04),25.18,22.76,23.10
0,RACE 8 (265),Group One - 2000M,THE LONGINES HONG KONG CUP,"HK$ 28,000,000",GOOD,"TURF - ""A"" Course",(25.83),(50.43),(1:14.31),25.83,24.60,23.88
0,RACE 9 (266),Class 2 - 1200M - (105-80),LORD KANALOA HANDICAP,"HK$ 2,200,000",GOOD,"TURF - ""A"" Course",(23.73),(46.02),(1:08.85),23.73,22.29,22.83
0,RACE 10 (267),Class 2 - 1600M - (105-80),MAURICE HANDICAP,"HK$ 2,200,000",GOOD,"TURF - ""A"" Course",(24.91),(47.97),(1:11.92),24.91,23.06,23.95
0,RACE 1 (249),Class 5 - 1650M - (40-0),AUSTRALIA HANDICAP,"HK$ 750,000",GOOD,"TURF - ""B"" Course",(27.33),(50.79),(1:15.14),27.33,23.46,24.35
0,RACE 2 (250),Class 5 - 1200M - (40-0),BRAZIL HANDICAP,"HK$ 750,000",GOOD,"TURF - ""B"" Course",(23.82),(46.57),(1:10.62),23.82,22.75,24.05
0,RACE 3 (251),Class 4 - 1650M - (60-40),FRANCE HANDICAP,"HK$ 1,000,000",GOOD,"TURF - ""B"" Course",(27.77),(51.45),(1:15.85),27.77,23.68,24.40
0,RACE 4 (252),Class 4 - 1000M - (60-40),LONGINES INTERNATIONAL JOCKEYS' CHAMPIONSHIP (HANDICAP) - 1ST LEG,"HK$ 1,200,000",GOOD,"TURF - ""B"" Course",(12.76),(34.51),(57.21),12.76,21.75,22.70
0,RACE 5 (253),Class 4 - 1650M - (60-40),LONGINES INTERNATIONAL JOCKEYS' CHAMPIONSHIP (HANDICAP) - 2ND LEG,"HK$ 1,200,000",GOOD,"TURF - ""B"" Course",(27.80),(52.01),(1:16.44),27.80,24.21,24.43
0,RACE 6 (254),Class 4 - 1200M - (60-40),MAURITIUS HANDICAP,"HK$ 1,000,000",GOOD,"TURF - ""B"" Course",(23.32),(46.13),(1:09.88),23.32,22.81,23.75
0,RACE 7 (255),Class 3 - 1650M - (80-60),LONGINES INTERNATIONAL JOCKEYS' CHAMPIONSHIP (HANDICAP) - 3RD LEG,"HK$ 1,800,000",GOOD,"TURF - ""B"" Course",(27.68),(51.27),(1:15.37),27.68,23.59,24.10
0,RACE 8 (256),Class 3 - 1200M - (80-60),LONGINES INTERNATIONAL JOCKEYS' CHAMPIONSHIP (HANDICAP) - 4TH LEG,"HK$ 1,800,000",GOOD,"TURF - ""B"" Course",(23.57),(45.99),(1:09.26),23.57,22.42,23.27
0,RACE 9 (257),Class 2 - 1800M - (100-80),UNITED KINGDOM HANDICAP,"HK$ 2,200,000",GOOD,"TURF - ""B"" Course",(13.35),(36.39),(1:01.16),13.35,23.04,24.77
0,RACE 1 (239),Class 4 - 1800M - (60-40),MODY HANDICAP,"HK$ 1,000,000",GOOD,ALL WEATHER TRACK,(13.62),(36.79),(1:01.02),13.62,23.17,24.23
0,RACE 2 (240),Class 5 - 1200M - (40-0),NATHAN HANDICAP,"HK$ 750,000",GOOD,ALL WEATHER TRACK,(23.28),(45.43),(1:09.31),23.28,22.15,23.88
0,RACE 3 (241),Class 4 - 1200M - (60-40),HUMPHREYS HANDICAP,"HK$ 1,000,000",GOOD,ALL WEATHER TRACK,(22.95),(45.35),(1:09.11),22.95,22.40,23.76
0,RACE 4 (242),Class 5 - 1650M - (40-0),SALISBURY HANDICAP,"HK$ 750,000",GOOD,ALL WEATHER TRACK,(27.97),(51.26),(1:15.05),27.97,23.29,23.79
0,RACE 5 (243),Class 4 - 1200M - (60-40),HANKOW HANDICAP,"HK$ 1,000,000",GOOD,"TURF - ""C+3"" Course",(23.64),(46.20),(1:09.77),23.64,22.56,23.57
0,RACE 6 (244),Class 3 - 1400M - (80-60),CARNARVON HANDICAP,"HK$ 1,500,000",GOOD,"TURF - ""C+3"" Course",(13.48),(34.93),(58.08),13.48,21.45,23.15
0,RACE 7 (245),Class 4 - 1400M - (60-40),MIDDLE HANDICAP,"HK$ 1,000,000",GOOD,"TURF - ""C+3"" Course",(13.57),(34.69),(58.28),13.57,21.12,23.59
0,RACE 8 (246),Class 3 - 1000M - (80-60),CAMERON HANDICAP,"HK$ 1,500,000",GOOD,"TURF - ""C+3"" Course",(12.98),(33.35),(56.18),12.98,20.37,22.83
0,RACE 9 (247),Class 3 - 1650M - (80-60),GRANVILLE HANDICAP,"HK$ 1,500,000",GOOD,ALL WEATHER TRACK,(27.68),(50.77),(1:14.97),27.68,23.09,24.20
0,RACE 10 (248),Class 2 - 1200M - (100-80),ASHLEY HANDICAP,"HK$ 2,200,000",GOOD,ALL WEATHER TRACK,(23.28),(45.18),(1:08.29),23.28,21.90,23.11
0,RACE 1 (231),Class 4 - 2200M - (60-35),JAFFE HANDICAP,"HK$ 1,000,000",GOOD,"TURF - ""A"" Course",(14.71),(38.08),(1:03.35),14.71,23.37,25.27
0,RACE 2 (232),Class 5 - 1800M - (40-0),O'BRIEN HANDICAP,"HK$ 750,000",GOOD,"TURF - ""A"" Course",(13.67),(36.38),(1:01.97),13.67,22.71,25.59
0,RACE 3 (233),Class 5 - 1000M - (40-0),LOCKHART HANDICAP,"HK$ 750,000",GOOD,"TURF - ""A"" Course",(12.78),(34.67),(58.08),12.78,21.89,23.41
0,RACE 4 (234),Class 4 - 1200M - (60-40),GLOUCESTER HANDICAP,"HK$ 1,000,000",GOOD,"TURF - ""A"" Course",(23.76),(46.74),(1:10.65),23.76,22.98,23.91
0,RACE 5 (235),Class 4 - 1200M - (60-40),GLOUCESTER HANDICAP,"HK$ 1,000,000",GOOD,"TURF - ""A"" Course",(23.37),(45.93),(1:10.06),23.37,22.56,24.13
0,RACE 6 (236),Class 3 - 1000M - (80-60),FLEMING HANDICAP,"HK$ 1,500,000",GOOD,"TURF - ""A"" Course",(12.60),(33.91),(56.88),12.60,21.31,22.97
0,RACE 7 (237),Class 3 - 1800M - (80-60),THOMSON HANDICAP,"HK$ 1,500,000",GOOD,"TURF - ""A"" Course",(13.76),(36.52),(1:00.47),13.76,22.76,23.95
0,RACE 8 (238),Class 3 - 1200M - (80-60),HARBOUR HANDICAP,"HK$ 1,500,000",GOOD,"TURF - ""A"" Course",(23.68),(46.89),(1:10.03),23.68,23.21,23.14
0,RACE 1 (213),Class 5 - 1650M - (40-0),YAU KOM TAU HANDICAP,"HK$ 750,000",GOOD,"TURF - ""C+3"" Course",(27.82),(51.27),(1:16.18),27.82,23.45,24.91
0,RACE 2 (214),Class 4 - 1650M - (60-40),TSING LUNG TAU HANDICAP,"HK$ 1,000,000",GOOD,"TURF - ""C+3"" Course",(28.16),(52.32),(1:17.05),28.16,24.16,24.73
0,RACE 3 (215),Class 4 - 1200M - (60-40),TAI LAM HANDICAP,"HK$ 1,000,000",GOOD,"TURF - ""C+3"" Course",(23.54),(46.58),(1:09.84),23.54,23.04,23.26
0,RACE 4 (216),Class 4 - 1200M - (60-40),TAI LAM HANDICAP,"HK$ 1,000,000",GOOD,"TURF - ""C+3"" Course",(23.57),(45.89),(1:09.69),23.57,22.32,23.80
0,RACE 5 (217),Class 3 - 1200M - (80-60),KAP SHUI MUN HANDICAP,"HK$ 1,500,000",GOOD,"TURF - ""C+3"" Course",(23.84),(46.96),(1:09.23),23.84,23.12,22.27
0,RACE 6 (218),Class 4 - 1650M - (60-40),TSING LUNG TAU HANDICAP,"HK$ 1,000,000",GOOD,"TURF - ""C+3"" Course",(27.92),(51.15),(1:16.19),27.92,23.23,25.04
0,RACE 7 (219),Class 2 - 1000M - (100-80),CHAI WAN KOK HANDICAP,"HK$ 2,200,000",GOOD,"TURF - ""C+3"" Course",(12.48),(33.82),(56.54),12.48,21.34,22.72
0,RACE 8 (220),Class 3 - 1650M - (80-60),SHAM TSENG HANDICAP,"HK$ 1,500,000",GOOD,"TURF - ""C+3"" Course",(27.83),(51.17),(1:15.52),27.83,23.34,24.35
0,RACE 1 (194),Class 5 - 1200M - (40-0),WAH FU HANDICAP,"HK$ 750,000",GOOD,"TURF - ""C"" Course",(23.42),(46.04),(1:09.80),23.42,22.62,23.76
0,RACE 2 (195),Class 4 - 1650M - (60-40),SHUN LEE HANDICAP,"HK$ 1,000,000",GOOD,"TURF - ""C"" Course",(27.99),(53.04),(1:16.63),27.99,25.05,23.59
0,RACE 3 (196),Class 5 - 1200M - (40-0),WAH FU HANDICAP,"HK$ 750,000",GOOD,"TURF - ""C"" Course",(24.10),(46.80),(1:10.10),24.10,22.70,23.30
0,RACE 4 (197),Class 4 - 1650M - (60-40),SHUN LEE HANDICAP,"HK$ 1,000,000",GOOD,"TURF - ""C"" Course",(27.82),(51.49),(1:16.06),27.82,23.67,24.57
0,RACE 5 (198),Class 4 - 1000M - (60-40),HING MAN HANDICAP,"HK$ 1,000,000",GOOD,"TURF - ""C"" Course",(12.79),(34.02),(56.98),12.79,21.23,22.96
0,RACE 6 (199),Class 4 - 1200M - (60-40),OI MAN HANDICAP,"HK$ 1,000,000",GOOD,"TURF - ""C"" Course",(23.85),(47.31),(1:10.16),23.85,23.46,22.85
0,RACE 7 (200),Class 3 - 1200M - (80-60),FU CHEONG HANDICAP,"HK$ 1,500,000",GOOD,"TURF - ""C"" Course",(23.62),(46.60),(1:09.34),23.62,22.98,22.74
0,RACE 8 (201),Class 2 - 1650M - (100-80),CHEUNG HONG HANDICAP,"HK$ 2,200,000",GOOD,"TURF - ""C"" Course",(28.28),(51.52),(1:15.25),28.28,23.24,23.73
0,RACE 9 (202),Class 3 - 1200M - (80-60),FU CHEONG HANDICAP,"HK$ 1,500,000",GOOD,"TURF - ""C"" Course",(23.56),(46.46),(1:09.33),23.56,22.90,22.87
0,RACE 1 (184),Class 5 - 1600M - (40-0),PANASONIC NANOE HANDICAP,"HK$ 750,000",GOOD,"TURF - ""C+3"" Course",(24.31),(48.12),(1:11.83),24.31,23.81,23.71
0,RACE 2 (185),Class 4 - 1000M - (60-40),PANASONIC IH WARM JAR HANDICAP,"HK$ 1,000,000",GOOD,"TURF - ""C+3"" Course",(13.29),(34.10),(57.08),13.29,20.81,22.98
0,RACE 3 (186),Class 4 - 1200M - (60-40),PANASONIC 4K TV HANDICAP,"HK$ 1,000,000",GOOD,"TURF - ""C+3"" Course",(23.64),(45.95),(1:09.38),23.64,22.31,23.43
0,RACE 4 (187),Class 4 - 1400M - (60-40),PANASONIC STEAM OVEN HANDICAP,"HK$ 1,000,000",GOOD,"TURF - ""C+3"" Course",(13.40),(34.63),(58.25),13.40,21.23,23.62
0,RACE 5 (188),Class 4 - 1400M - (60-40),PANASONIC AIR-CONDITIONER HANDICAP,"HK$ 1,000,000",GOOD,"TURF - ""C+3"" Course",(13.45),(34.59),(58.04),13.45,21.14,23.45
0,RACE 6 (189),Class 4 - 1600M - (60-40),PANASONIC WASHING MACHINE HANDICAP,"HK$ 1,000,000",GOOD,"TURF - ""C+3"" Course",(23.70),(47.43),(1:11.33),23.70,23.73,23.90
0,RACE 7 (190),Class 1 - 1400M - (110-85),THE PANASONIC CUP (HANDICAP),"HK$ 3,000,000",GOOD,"TURF - ""C+3"" Course",(13.49),(36.16),(59.47),13.49,22.67,23.31
0,RACE 8 (191),Class 3 - 1000M - (80-60),PANASONIC THERMO VENTILATOR HANDICAP,"HK$ 1,500,000",GOOD,"TURF - ""C+3"" Course",(13.09),(33.70),(56.75),13.09,20.61,23.05
0,RACE 9 (192),Class 3 - 1400M - (85-60),PANASONIC IH COOKER HANDICAP,"HK$ 1,500,000",GOOD,"TURF - ""C+3"" Course",(13.46),(35.25),(57.89),13.46,21.79,22.64
0,RACE 10 (193),Class 3 - 1800M - (80-60),PANASONIC MASSAGE LOUNGER HANDICAP,"HK$ 1,500,000",GOOD,"TURF - ""C+3"" Course",(14.23),(36.62),(1:00.36),14.23,22.39,23.74
0,RACE 1 (176),Class 5 - 1000M - (40-0),SHEUNG WAN HANDICAP,"HK$ 750,000",GOOD,"TURF - ""B"" Course",(12.70),(34.26),(57.76),12.70,21.56,23.50
0,RACE 2 (177),Class 5 - 2200M - (40-0),VICTORIA HANDICAP,"HK$ 750,000",GOOD,"TURF - ""B"" Course",(14.17),(37.48),(1:02.60),14.17,23.31,25.12
0,RACE 3 (178),Class 4 - 1200M - (60-40),SAI YING PUN HANDICAP,"HK$ 1,000,000",GOOD,"TURF - ""B"" Course",(23.56),(47.01),(1:10.21),23.56,23.45,23.20
0,RACE 4 (179),Class 4 - 1650M - (60-40),SHEK TONG TSUI HANDICAP,"HK$ 1,000,000",GOOD,"TURF - ""B"" Course",(28.06),(52.19),(1:16.48),28.06,24.13,24.29
0,RACE 5 (180),Class 4 - 1200M - (60-40),SAI YING PUN HANDICAP,"HK$ 1,000,000",GOOD,"TURF - ""B"" Course",(23.48),(45.68),(1:10.17),23.48,22.20,24.49
0,RACE 6 (181),Class 3 - 1650M - (80-60),KENNEDY TOWN HANDICAP,"HK$ 1,500,000",GOOD,"TURF - ""B"" Course",(27.88),(51.80),(1:16.31),27.88,23.92,24.51
0,RACE 7 (182),Class 3 - 1200M - (80-60),BELCHER BAY HANDICAP,"HK$ 1,500,000",GOOD,"TURF - ""B"" Course",(23.46),(46.30),(1:09.81),23.46,22.84,23.51
0,RACE 8 (183),Class 3 - 1200M - (80-60),BELCHER BAY HANDICAP,"HK$ 1,500,000",GOOD,"TURF - ""B"" Course",(23.49),(46.47),(1:09.69),23.49,22.98,23.22
0,RACE 1 (166),Class 5 - 1650M - (40-0),O'BRIEN HANDICAP,"HK$ 750,000",GOOD,"TURF - ""A"" Course",(27.63),(52.64),(1:17.60),27.63,25.01,24.96
0,RACE 2 (167),Class 4 - 1800M - (60-40),LUARD HANDICAP,"HK$ 1,000,000",GOOD,"TURF - ""A"" Course",(13.68),(36.44),(1:00.98),13.68,22.76,24.54
0,RACE 3 (168),Class 4 - 1200M - (60-40),JOHNSTON HANDICAP,"HK$ 1,000,000",GOOD,"TURF - ""A"" Course",(23.59),(46.48),(1:10.60),23.59,22.89,24.12
0,RACE 4 (169),Class 4 - 1000M - (60-40),JAFFE HANDICAP,"HK$ 1,000,000",GOOD,"TURF - ""A"" Course",(12.65),(33.99),(57.40),12.65,21.34,23.41
0,RACE 5 (170),Class 4 - 1650M - (60-40),LOCKHART HANDICAP,"HK$ 1,000,000",GOOD,"TURF - ""A"" Course",(27.69),(51.93),(1:17.03),27.69,24.24,25.10
0,RACE 6 (171),Class 4 - 1200M - (60-40),JOHNSTON HANDICAP,"HK$ 1,000,000",GOOD,"TURF - ""A"" Course",(24.04),(46.94),(1:10.51),24.04,22.90,23.57
0,RACE 7 (172),Class 3 - 1650M - (80-60),HARBOUR HANDICAP,"HK$ 1,500,000",GOOD,"TURF - ""A"" Course",(27.63),(51.64),(1:16.16),27.63,24.01,24.52
0,RACE 8 (173),Class 3 - 1000M - (80-60),FLEMING HANDICAP,"HK$ 1,500,000",GOOD,"TURF - ""A"" Course",(12.57),(33.76),(57.14),12.57,21.19,23.38
0,RACE 9 (174),Class 3 - 1200M - (80-60),GLOUCESTER HANDICAP,"HK$ 1,500,000",GOOD,"TURF - ""A"" Course",(23.37),(45.85),(1:09.98),23.37,22.48,24.13
0,RACE 10 (175),Class 2 - 1200M - (100-80),FENWICK HANDICAP,"HK$ 2,200,000",GOOD,"TURF - ""A"" Course",(23.34),(46.34),(1:09.88),23.34,23.00,23.54
0,RACE 1 (158),Class 5 - 1200M - (40-0),TSIM MEI FUNG HANDICAP,"HK$ 750,000",GOOD,ALL WEATHER TRACK,(23.64),(46.20),(1:10.46),23.64,22.56,24.26
0,RACE 2 (159),Class 5 - 1650M - (40-0),WA MEI SHAN HANDICAP,"HK$ 750,000",GOOD,ALL WEATHER TRACK,(28.24),(51.98),(1:16.71),28.24,23.74,24.73
0,RACE 3 (160),Class 3 - 1800M - (80-60),SHEK UK SHAN HANDICAP,"HK$ 1,500,000",GOOD,ALL WEATHER TRACK,(13.74),(36.81),(1:01.33),13.74,23.07,24.52
0,RACE 4 (161),Class 4 - 1200M - (60-40),TIN HA SHAN HANDICAP,"HK$ 1,000,000",GOOD,ALL WEATHER TRACK,(23.81),(46.26),(1:09.49),23.81,22.45,23.23
0,RACE 5 (162),Class 4 - 1200M - (60-40),TIN HA SHAN HANDICAP,"HK$ 1,000,000",GOOD,ALL WEATHER TRACK,(23.37),(45.74),(1:09.90),23.37,22.37,24.16
0,RACE 6 (163),Class 4 - 1650M - (60-40),TIU YUE YUNG HANDICAP,"HK$ 1,000,000",GOOD,ALL WEATHER TRACK,(28.66),(52.11),(1:15.96),28.66,23.45,23.85
0,RACE 7 (164),Class 3 - 1200M - (80-60),PYRAMID HILL HANDICAP,"HK$ 1,500,000",GOOD,ALL WEATHER TRACK,(23.42),(45.60),(1:09.06),23.42,22.18,23.46
0,RACE 8 (165),Class 2 - 1650M - (105-80),HEBE HILL HANDICAP,"HK$ 2,200,000",GOOD,ALL WEATHER TRACK,(28.86),(52.49),(1:16.31),28.86,23.63,23.82
0,RACE 1 (139),Class 5 - 1000M - (40-0),SIR JOHN HANDICAP,"HK$ 750,000",GOOD,"TURF - ""C+3"" Course",(12.78),(34.23),(56.87),12.78,21.45,22.64
0,RACE 2 (140),Class 5 - 1800M - (40-0),GOLD MOUNT HANDICAP,"HK$ 750,000",GOOD,"TURF - ""C+3"" Course",(14.04),(37.05),(1:01.01),14.04,23.01,23.96
0,RACE 3 (141),Class 4 - 1200M - (60-40),AMAZING STAR HANDICAP,"HK$ 1,000,000",GOOD,"TURF - ""C+3"" Course",(23.76),(46.63),(1:09.93),23.76,22.87,23.30
0,RACE 3 (141),Class 4 - 1200M - (60-40),AMAZING STAR HANDICAP,"HK$ 1,000,000",GOOD,"TURF - ""C+3"" Course",(23.76),(46.63),(1:09.93),23.76,22.87,23.30
0,RACE 5 (143),Class 3 - 1650M - (80-60),THE LONGINES CUP (HANDICAP),"HK$ 1,500,000",GOOD,"TURF - ""C+3"" Course",(28.08),(51.25),(1:15.13),28.08,23.17,23.88
0,RACE 6 (144),Class 4 - 1650M - (60-40),FLYING ELITE HANDICAP,"HK$ 1,000,000",GOOD,"TURF - ""C+3"" Course",(28.64),(52.74),(1:17.14),28.64,24.10,24.40
0,RACE 7 (145),Class 3 - 1200M - (80-60),SPEED VISION HANDICAP,"HK$ 1,500,000",GOOD,"TURF - ""C+3"" Course",(23.92),(46.60),(1:09.72),23.92,22.68,23.12
0,RACE 8 (146),Class 3 - 1200M - (80-60),SPEED VISION HANDICAP,"HK$ 1,500,000",GOOD,"TURF - ""C+3"" Course",(23.79),(46.08),(1:09.28),23.79,22.29,23.20
0,RACE 9 (147),Class 2 - 1800M - (100-80),TIME WARP HANDICAP,"HK$ 2,200,000",GOOD,"TURF - ""C+3"" Course",(13.57),(37.42),(1:01.80),13.57,23.85,24.38
0,RACE 1 (129),Class 5 - 1400M - (40-0),WYLIE HANDICAP,"HK$ 750,000",GOOD,"TURF - ""C"" Course",(13.46),(35.18),(58.52),13.46,21.72,23.34
0,RACE 2 (130),Class 4 - 1000M - (60-40),HAMILTON HANDICAP,"HK$ 1,000,000",GOOD,"TURF - ""C"" Course",(13.18),(33.88),(57.45),13.18,20.70,23.57
0,RACE 3 (131),Class 5 - 1400M - (40-0),WYLIE HANDICAP,"HK$ 750,000",GOOD,"TURF - ""C"" Course",(13.40),(34.62),(58.11),13.40,21.22,23.49
0,RACE 4 (132),Class 4 - 1200M - (60-40),NELSON HANDICAP,"HK$ 1,000,000",GOOD,"TURF - ""C"" Course",(23.87),(46.54),(1:08.85),23.87,22.67,22.31
0,RACE 5 (133),Class 4 - 1800M - (60-40),WATERLOO HANDICAP,"HK$ 1,000,000",GOOD,"TURF - ""C"" Course",(13.92),(35.57),(59.94),13.92,21.65,24.37
0,RACE 6 (134),Class 3 - 1600M - (80-60),FIFE HANDICAP,"HK$ 1,500,000",GOOD,"TURF - ""C"" Course",(24.09),(46.82),(1:09.83),24.09,22.73,23.01
0,RACE 7 (135),Class 4 - 1400M - (60-40),PITT HANDICAP,"HK$ 1,000,000",GOOD,"TURF - ""C"" Course",(13.25),(34.61),(58.00),13.25,21.36,23.39
0,RACE 8 (136),Class 3 - 1000M - (80-60),BEDFORD HANDICAP,"HK$ 1,500,000",GOOD,"TURF - ""C"" Course",(13.15),(33.65),(56.60),13.15,20.50,22.95
0,RACE 9 (137),Class 3 - 1200M - (80-60),DUNDAS HANDICAP,"HK$ 1,500,000",GOOD,"TURF - ""C"" Course",(23.40),(45.83),(1:08.61),23.40,22.43,22.78
0,RACE 10 (138),Class 2 - 1400M - (100-80),ARGYLE HANDICAP,"HK$ 2,200,000",GOOD,"TURF - ""C"" Course",(13.31),(35.06),(58.21),13.31,21.75,23.15
0,RACE 1 (121),Class 4 - 1200M - (60-40),SHUM WAN HANDICAP,"HK$ 1,000,000",GOOD TO FIRM,"TURF - ""C"" Course",(23.57),(46.30),(1:09.16),23.57,22.73,22.86
0,RACE 2 (122),Class 5 - 1650M - (40-0),WATERFALL BAY HANDICAP,"HK$ 750,000",GOOD TO FIRM,"TURF - ""C"" Course",(27.88),(51.87),(1:16.50),27.88,23.99,24.63
